texto,nivel
"Después del naufragio, el soldadito de plomo creyó que su fin estaba próximo al hundirse en las profundidades del agua.",3
"Miles de pensamientos cruzaron entonces por su mente, pero sobre todo había uno que lo angustiaba más que ningún otro: era el de no volver a ver jamás a su bailarina… De pronto, una boca inmensa se lo tragó para cambiar su destino.",3
"El soldadito se encontró en el oscuro estómago de una enorme Ave, que se abalanzó vorazmente sobre él atraído por los brillantes colores de su uniforme.",3
"Sin embargo, el Ave no tuvo tiempo de indigestarse con tan pesada comida, ya que quedó prendido al poco rato en la red que un pescador había tendido en el río Poco después acabó agonizando en una cesta de la compra junto con otros pájaros tan desafortunados como él.",3
"Resulta que la cocinera de la casa en la cual había estado el soldadito, se acercó al mercado para comprar pescado -Este ejemplar parece apropiado para los invitados de esta noche -dijo la mujer contemplando el pescado expuesto encima de un mostrador.",3
"El Ave acabó en la cocina y, cuando la cocinera la abrió para limpiarlo, se encontró sorprendida con el soldadito en sus manos -¡Pero si es uno de los soldaditos de….",3
"-gritó, y fue en busca del niño para contarle dónde y cómo había encontrado a su soldadito de plomo al que le faltaba una pierna -¡Sí, es el mío.",3
"-exclamó jubiloso el niño al reconocer al soldadito mutilado que había perdido -¡Quién sabe cómo llegó hasta la barriga de esta Ave ¡Pobrecito, cuantas aventuras habrá pasado desde que cayó de la ventana.",3
Y lo colocó en la repisa de la chimenea donde su hermanita había colocado a la bailarina Un milagro había reunido de nuevo a los dos enamorados.,3
"Felices de estar otra vez juntos, durante la noche se contaban lo que había sucedido desde su separación Pero el destino les reservaba otra malévola sorpresa: un vendaval levantó la cortina de la ventana y, golpeando a la bailarina, la hizo caer en el fuego.",3
"El soldadito de plomo, asustado, vio como su compañera caía Sabía que el fuego estaba encendido porque notaba su calor Desesperado, se sentía impotente para salvarla.",3
"¡Qué gran enemigo es el fuego que puede fundir a unas estatuillas de plomo como nosotros Balanceándose con su única pierna, trató de mover el pedestal que lo sostenía.",3
"Tras ímprobos esfuerzos, por fin también cayó al fuego Unidos esta vez por la desgracia, volvieron a estar cerca el uno del otro, tan cerca que el plomo de sus pequeñas peanas, lamido por las llamas, empezó a fundirse.",3
"El plomo de la peana de uno se mezcló con el del otro, y el metal adquirió sorprendentemente la forma de corazón A punto estaban sus cuerpecitos de fundirse, cuando acertó a pasar por allí el niño.",3
"Al ver a las dos estatuillas entre las llamas, las empujó con el pie lejos del fuego Desde entonces, el soldadito y la bailarina estuvieron siempre juntos, tal y como el destino los había unido: sobre una sola peana en forma de corazón.",3
Todo el mundo piensa que los tigres son felinos… pero no lo son El término “felino” tiene un significado diferente en el lenguaje común del que tiene en la ciencia Te explicamos qué especies incluye esta denominación.,3
"Toda la vida hemos pensado que animales como los leones o los tigres son felinos, pero científicamente hablando, no lo son El motivo es que el término “felino” tiene un significado diferente en el lenguaje común del que tiene en la ciencia.",3
"En realidad, deberíamos referirnos a estos animales como félidos ¿Qué es un félido y qué un felino.",3
"Los félidos (Felidae) son una familia de mamíferos carnívoros que se diferencia principalmente por la forma del cráneo, un cuerpo musculoso con extremidades muy flexibles y, especialmente, por el hecho de poseer garras retráctiles, lo que significa que pueden sacarlas cuando las necesitan y ocultarlas dentro de una “vaina” cuando no las usan, gracias a lo cual se desgastan menos que las de otras especies, puesto que también son más frágiles en comparación.",3
"Solo hay una excepción, el guepardo, cuyas garras son semi-retráctiles para permitirle un mejor agarre a la hora de realizar giros rápidos cuando caza, ya que es también el animal más rápido de esta familia y le sería imposible moverse así con las garras retraídas.",3
"Los félidos se dividen en dos subfamilias, panterinos y felinos Los félidos, a su vez, se dividen en dos subfamilias: la de los panterinos (Pantherinae) y la de los felinos (Felinae).",3
"Lo que les diferencia es, principalmente, una característica de los panterinos que los felinos no tienen: la capacidad de rugir, gracias a que su laringe posee unos tendones elásticos que les permiten emitir este sonido Además, suelen tener un tamaño mayor y una musculatura más desarrollada, haciéndoles mucho más fuertes.",3
"En contraparte, los felinos suelen ser más esbeltos y ágiles Los panterinos son, de hecho, la excepción dentro de los félidos, que por lo general tienen una laringe completamente osificada que les priva de la capacidad de rugir.",3
"Existen solo 7 especies de panterinos, en comparación con 31 felinos ¿Qué “gran félido” es el felino Volviendo a la pregunta con la que empezamos, entre los animales mencionados el guepardo es el único que es, científicamente, un felino.",3
"El resto son panterinos, como resulta evidente en sus nombres científicos: Panthera leo (león), Panthera tigris (tigre) y Panthera pardus (leopardo).",3
"También son panterinos el jaguar (Panthera onca) y el leopardo de las nieves (Panthera uncia), así como las dos especies del género Neofelis: la pantera nebulosa (Neofelis nebulosa) y la pantera nebulosa de Borneo (Neofelis diardi), que difieren de sus parientes por ser más pequeños y tener un cráneo más alargado.",3
"El guepardo (Acinonyx jubatus) es el único representante vivo del género Acinonyx, uno de los 12 que conforman la subfamilia de los felinos.",3
"En esta encontramos el resto de félidos, entre los que destaca por su abundancia y diversidad el género Felis (gatos, tanto silvestres como domésticos), así como otros félidos de tamaño mediano o pequeño como el puma (Puma concolor), los linces (género Lynx), el ocelote (Leopardus pardalis), el serval (Leptailurus serval) o los caracales (género Caracal), por mencionar algunos de los más conocidos.",3
"Lenguaje científico y lenguaje común De esta lista parcial de nombres se puede observar que la nomenclatura científica no siempre se corresponde con el lenguaje común Por ejemplo, el ocelote pertenece al género Leopardus, mientras que los animales que normalmente llamamos leopardos pertenecen al género Panthera.",3
"A su vez, en el lenguaje no científico, la palabra pantera se usa como sinónimo común de los leopardos (Panthera pardus) y de los jaguares (Panthera onca) por su semejanza física; y especialmente a aquellos con melanismo (panteras negras) o albinismo (panteras blancas), que no presentan su característico pelaje moteado.",3
"Del mismo modo, en el lenguaje común e incluso en documentales, es habitual que se use la palabra felinos para referirse a todos los félidos; así como la expresión “grandes felinos” (o big cats, en inglés), que no solo es incorrecta porque abarca también a los panterinos sino porque, además, solo los leones y los tigres son notablemente más corpulentos que el resto.",3
"Sin embargo, a menudo los leopardos, guepardos, e incluso los pumas y panteras nebulosas son incluidos en esta definición.",3
"Términos como “grandes felinos” y big cats empezaron a utilizarse de forma coloquial en medios dirigidos a un público no especializado, para el cual todos los félidos parecían, en esencia, gatos grandes y con cara de pocos amigos, independientemente de si rugen o no.",3
"Así que, mal que pese a los científicos y a los más puristas, seguramente son términos que han venido para quedarse, a menos que la misma voluntad popular que los encumbró exija que sean renombrados como “grandes félidos”.",3
"El traje nuevo del Emperador [Cuento infantil - Texto completo ] Hans Christian Andersen Hace muchos años había un Emperador tan aficionado a los trajes nuevos, que gastaba todas sus rentas en vestir con la máxima elegancia.",3
"No se interesaba por sus soldados ni por el teatro, ni le gustaba salir de paseo por el campo, a menos que fuera para lucir sus trajes nuevos.",3
"Tenía un vestido distinto para cada hora del día, y de la misma manera que se dice de un rey: “Está en el Consejo”, de nuestro hombre se decía: “El Emperador está en el vestuario” La ciudad en que vivía el Emperador era muy alegre y bulliciosa.",3
"Todos los días llegaban a ella muchísimos extranjeros, y una vez se presentaron dos truhanes que se hacían pasar por tejedores, asegurando que sabían tejer las más maravillosas telas.",3
"No solamente los colores y los dibujos eran hermosísimos, sino que las prendas con ellas confeccionadas poseían la milagrosa virtud de ser invisibles a toda persona que no fuera apta para su cargo o que fuera irremediablemente estúpida -¡Deben ser vestidos magníficos.",3
"-pensó el Emperador- Si los tuviese, podría averiguar qué funcionarios del reino son ineptos para el cargo que ocupan Podría distinguir entre los inteligentes y los tontos.",3
"Nada, que se pongan enseguida a tejer la tela- Y mandó abonar a los dos pícaros un buen adelanto en metálico, para que pusieran manos a la obra cuanto antes.",3
Ellos montaron un telar y simularon que trabajaban; pero no tenían nada en la máquina.,3
"A pesar de ello, se hicieron suministrar las sedas más finas y el oro de mejor calidad, que se embolsaron bonitamente, mientras seguían haciendo como que trabajaban en los telares vacíos hasta muy entrada la noche «Me gustaría saber si avanzan con la tela»-, pensó el Emperador.",3
"Pero había una cuestión que lo tenía un tanto cohibido, a saber, que un hombre que fuera estúpido o inepto para su cargo no podría ver lo que estaban tejiendo.",3
"No es que temiera por sí mismo; sobre este punto estaba tranquilo; pero, por si acaso, prefería enviar primero a otro, para cerciorarse de cómo andaban las cosas.",3
"Todos los habitantes de la ciudad estaban informados de la particular virtud de aquella tela, y todos estaban impacientes por ver hasta qué punto su vecino era estúpido o incapaz «Enviaré a mi viejo ministro a que visite a los tejedores -pensó el Emperador-.",3
"Es un hombre honrado y el más indicado para juzgar de las cualidades de la tela, pues tiene talento, y no hay quien desempeñe el cargo como él».",3
"El viejo y digno ministro se presentó, pues, en la sala ocupada por los dos embaucadores, los cuales seguían trabajando en los telares vacíos «¡Dios nos ampare.",3
"-pensó el ministro para sus adentros, abriendo unos ojos como naranjas- ¡Pero si no veo nada » Sin embargo, no soltó palabra Los dos fulleros le rogaron que se acercase y le preguntaron si no encontraba magníficos el color y el dibujo.",3
"Le señalaban el telar vacío, y el pobre hombre seguía con los ojos desencajados, pero sin ver nada, puesto que nada había «¡Dios santo -pensó-.",3
"¿Seré tonto acaso Jamás lo hubiera creído, y nadie tiene que saberlo ¿Es posible que sea inútil para el cargo No, desde luego no puedo decir que no he visto la tela».",3
"-¿Qué ¿No dice Vuecencia nada del tejido -preguntó uno de los tejedores -¡Oh, precioso, maravilloso -respondió el viejo ministro mirando a través de los lentes-.",3
"¡Qué dibujo y qué colores Desde luego, diré al Emperador que me ha gustado extraordinariamente -Nos da una buena alegría -respondieron los dos tejedores, dándole los nombres de los colores y describiéndole el raro dibujo.",3
"El viejo tuvo buen cuidado de quedarse las explicaciones en la memoria para poder repetirlas al Emperador; y así lo hizo Los estafadores pidieron entonces más dinero, seda y oro, ya que lo necesitaban para seguir tejiendo.",3
"Todo fue a parar a sus bolsillos, pues ni una hebra se empleó en el telar, y ellos continuaron, como antes, trabajando en las máquinas vacías.",3
"Poco después el Emperador envió a otro funcionario de su confianza a inspeccionar el estado de la tela e informarse de si quedaría pronto lista Al segundo le ocurrió lo que al primero; miró y miró, pero como en el telar no había nada, nada pudo ver.",3
"-¿Verdad que es una tela bonita -preguntaron los dos tramposos, señalando y explicando el precioso dibujo que no existía «Yo no soy tonto -pensó el hombre-, y el empleo que tengo no lo suelto.",3
"Sería muy fastidioso Es preciso que nadie se dé cuenta» Y se deshizo en alabanzas de la tela que no veía, y ponderó su entusiasmo por aquellos hermosos colores y aquel soberbio dibujo.",3
"-¡Es digno de admiración -dijo al Emperador Todos los moradores de la capital hablaban de la magnífica tela, tanto, que el Emperador quiso verla con sus propios ojos antes de que la sacasen del telar.",3
"Seguido de una multitud de personajes escogidos, entre los cuales figuraban los dos probos funcionarios de marras, se encaminó a la casa donde paraban los pícaros, los cuales continuaban tejiendo con todas sus fuerzas, aunque sin hebras ni hilados -¿Verdad que es admirable.",3
"-preguntaron los dos honrados dignatarios- Fíjese Vuestra Majestad en estos colores y estos dibujos -y señalaban el telar vacío, creyendo que los demás veían la tela.",3
"«¡Cómo -pensó el Emperador- ¡Yo no veo nada ¡Esto es terrible ¿Seré tan tonto ¿Acaso no sirvo para emperador Sería espantoso» -¡Oh, sí, es muy bonita.",3
"-dijo- Me gusta, la apruebo- Y con un gesto de agrado miraba el telar vacío; no quería confesar que no veía nada Todos los componentes de su séquito miraban y remiraban, pero ninguno sacaba nada en limpio; no obstante, todo era exclamar, como el Emperador: -¡oh, qué bonito.",3
"-, y le aconsejaron que estrenase los vestidos confeccionados con aquella tela en la procesión que debía celebrarse próximamente -¡Es preciosa, elegantísima, estupenda - corría de boca en boca, y todo el mundo parecía extasiado con ella.",3
"El Emperador concedió una condecoración a cada uno de los dos bribones para que se las prendieran en el ojal, y los nombró tejedores imperiales.",3
"Durante toda la noche que precedió al día de la fiesta, los dos embaucadores estuvieron levantados, con dieciséis lámparas encendidas, para que la gente viese que trabajaban activamente en la confección de los nuevos vestidos del Soberano.",3
"Simularon quitar la tela del telar, cortarla con grandes tijeras y coserla con agujas sin hebra; finalmente, dijeron: -¡Por fin, el vestido está listo Llegó el Emperador en compañía de sus caballeros principales, y los dos truhanes, levantando los brazos como si sostuviesen algo, dijeron: -Esto son los pantalones.",3
"Ahí está la casaca -Aquí tienen el manto… Las prendas son ligeras como si fuesen de telaraña; uno creería no llevar nada sobre el cuerpo, mas precisamente esto es lo bueno de la tela.",3
"-¡Sí -asintieron todos los cortesanos, a pesar de que no veían nada, pues nada había -¿Quiere dignarse Vuestra Majestad quitarse el traje que lleva -dijeron los dos bribones- para que podamos vestirle el nuevo delante del espejo.",3
"Quitose el Emperador sus prendas, y los dos simularon ponerle las diversas piezas del vestido nuevo, que pretendían haber terminado poco antes Y cogiendo al Emperador por la cintura, hicieron como si le atasen algo, la cola seguramente; y el Monarca todo era dar vueltas ante el espejo.",3
"-¡Dios, y qué bien le sienta, le va estupendamente -exclamaban todos- ¡Vaya dibujo y vaya colores ¡Es un traje precioso -El palio bajo el cual irá Vuestra Majestad durante la procesión, aguarda ya en la calle – anunció el maestro de Ceremonias.",3
"-Muy bien, estoy a punto -dijo el Emperador- ¿Verdad que me sienta bien – y volviose una vez más de cara al espejo, para que todos creyeran que veía el vestido.",3
"Los ayudas de cámara encargados de sostener la cola bajaron las manos al suelo como para levantarla, y avanzaron con ademán de sostener algo en el aire; por nada del mundo hubieran confesado que no veían nada.",3
"Y de este modo echó a andar el Emperador bajo el magnífico palio, mientras el gentío, desde la calle y las ventanas, decía: -¡Qué preciosos son los vestidos nuevos del Emperador ¡Qué magnífica cola.",3
"¡Qué hermoso es todo Nadie permitía que los demás se diesen cuenta de que nada veía, para no ser tenido por incapaz en su cargo o por estúpido.",3
"Ningún traje del Monarca había tenido tanto éxito como aquél -¡Pero si no lleva nada -exclamó de pronto un niño -¡Dios bendito, escuchen la voz de la inocencia.",3
-dijo su padre; y todo el mundo se fue repitiendo al oído lo que acababa de decir el pequeño -¡No lleva nada; es un chiquillo el que dice que no lleva nada.,3
"-¡Pero si no lleva nada -gritó, al fin, el pueblo entero Aquello inquietó al Emperador, pues barruntaba que el pueblo tenía razón; mas pensó: «Hay que aguantar hasta el fin».",3
"Un volcán (del portugués volcão, y este del latín Vulcānus 'Vulcano', dios romano del fuego) es una estructura geológica en la tierra o en el mar, generalmente una montaña, por la que emerge el magma que se divide en lava y gases provenientes del interior de la Tierra.",3
"El ascenso del magma ocurre en episodios de actividad violenta denominados erupciones, que pueden variar en intensidad, duración y frecuencia, desde suaves corrientes de lava hasta explosiones extremadamente destructivas En ocasiones, los volcanes adquieren una forma cónica por la acumulación de material de erupciones anteriores.",3
"En la cumbre se encuentra su cráter o caldera Por lo general los volcanes se forman en los límites de las placas tectónicas, aunque existen los llamados puntos calientes, donde no hay contacto entre placas, como es el caso de las islas Hawái.",3
Aproximadamente el 75% de los volcanes activos del mundo están ubicados en el llamado cinturón de fuego del Pacífico Los volcanes pueden tener muchas formas y despedir distintos materiales.,3
"Algunas de las formas más comunes son el estratovolcán, el cono de escoria, la caldera volcánica y el volcán en escudo También existen numerosos volcanes submarinos ubicados a lo largo de las dorsales mediooceánicas.",3
Algunos volcanes alcanzan una altitud superior a los 6000 metros sobre el nivel del mar.,3
"El volcán más alto del mundo es el Nevado Ojos del Salado, en Argentina y Chile, siendo además la segunda cumbre más alta de los hemisferios sur y occidental (solo superado por el cerro argentino Aconcagua).",3
"Los volcanes no solo existen en la Tierra, sino también en otros planetas y satélites Algunos están formados por materiales considerados fríos y se denominan criovolcanes.",3
"En ellos, el hielo actúa como roca, mientras que el agua fría líquida interna actúa como magma; esto ocurre en la luna de Júpiter llamada Europa.",3
"Relación entre vulcanismo y las placas tectónicas Límites de placa divergentes En las crestas oceánicas medias, dos placas tectónicas divergen entre sí a medida que se forma una nueva corteza oceánica por el enfriamiento y la solidificación de la roca fundida caliente.",3
"Debido a que la corteza es muy delgada en estas crestas debido al tirón de las placas tectónicas, la liberación de presión conduce a la expansión adiabática (sin transferencia de calor o materia) y al derretimiento parcial del manto, causando vulcanismo y creando una nueva corteza oceánica.",3
"La mayoría de los límites de placas divergentes se encuentran en el fondo de los océanos; por lo tanto, la mayor parte de la actividad volcánica en la Tierra es submarina, formando un nuevo fondo marino.",3
"Los fumadores negros (también conocidos como respiraderos de aguas profundas) son evidencia de este tipo de actividad volcánica Donde la cresta oceánica media está sobre el nivel del mar, se forman islas volcánicas; por ejemplo, Islandia.",3
"Placas convergentes Las zonas de subducción son lugares donde chocan dos placas, generalmente una placa oceánica y una placa continental En este caso, la placa oceánica se subduce, o se sumerge, debajo de la placa continental, formando una trinchera oceánica profunda en alta mar.",3
"En un proceso llamado fusión de flujo, el agua liberada de la placa subductora reduce la temperatura de fusión de la cuña del manto suprayacente, creando así magma.",3
"Este magma tiende a ser extremadamente viscoso debido a su alto contenido de sílice, por lo que a menudo no alcanza la superficie sino que se enfría y solidifica en profundidad Cuando llega a la superficie, sin embargo, se forma un volcán.",3
Ejemplos típicos son el Etna y los volcanes en el Anillo de Fuego del Pacífico.,3
"Puntos calientes Los puntos calientes son áreas volcánicas formadas por plumas de manto, que son columnas de material caliente que se elevan desde el límite núcleo-manto en un espacio fijo que causa la fusión de grandes volúmenes.",3
"En algunos casos, debido a que las placas tectónicas se mueven a través de ellas, cada volcán se vuelve inactivo y se forma uno nuevo a medida que la placa avanza sobre el penacho térmico, como en el caso del archipiélago de Hawái; también lo ha hecho la llanura del río Snake, con la caldera de Yellowstone como parte de la placa norteamericana sobre el punto caliente.",3
"Otros ejemplos de vulcanismo asociado a punto caliente son las islas Canarias, esta vez con un desplazamiento mínimo de la placa africana, o Islandia, que además coincide con un límite divergente de placas.",3
"Tipos de volcanes según su actividad Los volcanes, teniendo en cuenta la frecuencia de sus erupciones, se pueden clasificar en tres tipos: activos, inactivos (durmientes) o extintos.",3
"Volcanes activos Los volcanes activos son aquellos que pueden entrar en actividad eruptiva en cualquier momento, es decir, que permanecen en estado de latencia Esto ocurre con la mayoría de los volcanes, pues ocasionalmente entran en actividad, permaneciendo en reposo la mayor parte del tiempo.",3
"El período de actividad eruptiva puede durar desde una hora hasta varios años, como fue el caso del volcán de Pacaya y del Irazú Hasta el momento, no se ha descubierto ningún método seguro para predecir las erupciones.",3
"Volcanes durmientes o inactivos Los volcanes durmientes o inactivos son aquellos que mantienen ciertos signos de actividad, como la presencia de aguas termales, y han entrado en actividad esporádicamente Dentro de esta categoría suelen incluirse las fumarolas y los volcanes con largos períodos de inactividad entre una erupción y otra.",3
Un volcán se considera durmiente si desde hace siglos no ha tenido una erupción Volcanes extintos Artículo principal: Volcán extinto Los volcanes extintos son aquellos cuya última erupción fue registrada hace más de 25 000 años.,3
"Sin embargo, no se descarta la posibilidad de que puedan despertar y liberar una erupción más fuerte que la de un volcán que está activo, causando grandes desastres.",3
"También se les llama extintos cuando han sido alejados de su fuente de magma, perdiendo poco a poco su actividad, esto sucede únicamente en volcanes de punto caliente, a diferencia de los volcanes de zonas de subducción.",3
"Capítulo 1 Madrid, 20 de agosto de 2025 ¡Cri , cri , cri ¡Cri , cri , cri ¡Madrecita, qué pesaditas son las chicharras con su canto.",4
"Son las cinco de la tarde Hace un calor del demonio y es- tos malditos insectos no se callan, y hasta con los auriculares puestos los escucho.",4
"Subiré el volumen un poco más Estoy tumbada en la cómoda hamaca del casoplón de toda la vida de mis padres en Majadahonda, Madrid, junto a Shirly Coco, mi perra.",4
"Una preciosa pomerania con increíble pedigrí, de color blanco perla, que me regaló mi amiga Soleá hace dos años Su perra, Kira, tuvo una camada, y Soleá, sin dudar- lo, dijo que uno de aquellos cachorros era para mí.",4
"Y la ver- dad, aunque en un principio me pareció una locura, pues adoro viajar, ahora no sé qué sería de mí sin mi perra -¡Selfi, Shirly.",4
"Con cariño toco la cabecita de Shirly mientras escucho «Mystical Magical», del incombustible Benson Boone y me olvido de las chicharras ¡Qué buen rollito me da esta canción.",4
De pronto cae agua sobre mí ¡Me empapan Y salto de la —A muerte con la Plebeya —escucho mientras el agua me da en la cara y apenas puedo respirar.,4
"¡La madre que los parió Son Carlos y Ángel, mis hermanos Que con unas pistolitas de agua, que la verdad no sé de dónde las han sacado, me están poniendo fina cuando grito: —¡Pero vosotros estáis tontos, ¿o qué.",4
"Siguen disparando agua Juegan como niños En el fondo, son dos niños grandes, y yo, despavorida, corro por el jardín llamándoles de todo, y Shirly ladra y corre juguetona tras nosotros.",4
"—Os juro que, como me sigáis mojando, rompo las entra- das del cine que tengo para el sábado y os quedáis sin ver Juras- sic World: el renacer —Morticia —se mofa Carlos—, ¡con eso no se juega.",4
"Si algo ha gustado siempre a mis hermanos, en especial a Carlos, son los dinosaurios Hemos visto todas las películas del mundo juntos, y aunque esta salió en julio, y vamos con retra- so por temas de viajes y trabajo, la vamos a ver juntos.",4
"—¡A por la Plebeyaaaaaa —grita Ángel, empapándome con la puñetera pistola Cuando llego hasta el lateral de la casa, empapada, al ver que me han acorralado, decido contraatacar.",4
"Para ello, y olvi- dándome de mi feminidad, me lanzo contra Ángel como un jugador de rugby Lo hago rodar por el suelo conmigo y arre- batándole la puñetera pistolita, ahora soy yo quien lo moja.",4
"Ángel grita Chilla Se ríe ¡Y maldita sea, me acabo de dar cuenta de que he perdido una de mis preciosas uñas de porcelana en mi ataque.",4
"¡Maldita seaaaaaa Carlos sigue descargando agua sobre mí Soy su objetivo De improviso, oímos a papá: —Dejad a vuestra hermana, o le haréis daño -Que tengan cuidado conmigo, a ver si el daño se lo voy a hacer yo a ellos -respondo con seguridad.",4
"Papá me mira En su cara veo ese gesto de desaprobación que pone cuando algo de lo que hago no le parece bien -¡María, basta.",4
"-me reprocha -¿Por qué no se lo dices a ellos -me rebelo -Compórtate como una señorita, por favor -replica -No empieces con tus tonterías -respondo.",4
"-No son tonterías, hija Te he dado una selecta educación, como para que ahora te comportes como una bestia parda que parece que se ha criado en el monte.",4
- Oír eso me joroba Papá y yo tenemos una relación especialita Él remacha-: Tienes treinta y cuatro años -Y ellos cuarenta y uno y treinta y siete -indico con cierto -¡Eres una mujer.,4
-¡¿Y quéééé -¡Vas a dejar de contestar -insiste -¡No -replico Papá pone los ojos en blanco Está claro que no callarme le pone enfermo -Secaos y venid a mi despacho -zanja-.,4
Hemos de hablar de varios temas de la empresa El buen rollito se acaba de un plumazo Papá tiene ese efecto en nosotros Nos corta el rollo de una manera increíble.,4
"Me mira -Tú no vengas -indica con su mala baba Maldigo Que me excluya de los temas de la empresa y más cuando sé que van a hablar de algo que yo he propuesto, me -No estoy de acuerdo en cuanto a eso de no ir siseo.",4
"-He dicho que no -sentencia -Pero uno de los puntos lo he propuesto yo -¡Es mi empresa Madrecita , lo que me entra por el cuerpo.",4
"Papá, para ciertas cosas, parece que vive en el siglo pasado, donde los hombres hacían y las mujeres callaban -Por el amor de Dios, papá, ¿quieres no ser tan anticuado.",4
"suelto, enfadada Mi padre me mira En su mirada veo que prepara una de sus frasecitas lapidarias -Y tú, ¿cuándo vas a dejar de ser tan contestona y entrometida.",4
"-dice, y se aleja Vale Ya estamos con el mismo rollo Desde siempre he sido la hija díscola Soy la que le contesta, le rebate, lo reta y saca de quicio, aunque también tengamos nuestros momentos bonitos.",4
"Pocos Pero los tenemos Carlos agarra mi mano La aprieta y, acercándome a él, me abraza y musita: -Tranquila, Morticia Ángel y yo apoyaremos tu idea cuando se hable.",4
"¡Es fantástica Sonrío Mis hermanos me llaman tanto Morticia, por aquello de que nos apellidamos Addams, Plebeya, por ser la exprincesita de papá, o Miércoles Addams cuando me enfado.",4
Cambian de mote según vean mi estado de ánimo -¿Qué hace el suelo de la entrada mojado -gruñe papá Mis hermanos y yo nos miramos.,4
"Hemos sido nosotros Luisa, la maravillosa mujer que lleva toda la vida trabajando en casa, aparece con el mocho del suelo -Madrecita, señor, lo secaré rápidamente -indica.",4
"Papá nos mira En su mirada veo que nos recrimina nuestro acto -Vamos, Luisa, necesito entrar No tengo todo el día -gruñe Oír eso me enferma.",4
"No puedo con sus exigencias Y tras enviar a Shirly a la tumbona para que me espere o le comenzará a ladrar, me acerco a él.",4
Soy consciente de que lo que voy a decir le enfadará más -¿Acaso no ves que Luisa está secándolo con la fregona -le digo- ¿Por qué le metes prisa.,4
"Luisa me mira Papá también Y cuando voy a volver a abrir la boca, mamá se acerca -Bendito sea Dios, Rodrigo -interviene con su tono de tranquilidad.",4
"Se está secando el suelo Da unos segundos Pero mi padre es mi padre -Tus hijos, como siempre liándola -contraataca- Da igual la edad que tengan, que siempre.",4
"-Vaya -lo corto Y mirando a mamá me mofo-: Como siempre, cuando hacemos algo que a él no le gusta, ¡somos tus hijos De él no.",4
"-¡Serás niñata -¡Rodrigo Mamá me mira Papá también -Mejor no abras esa boca que solo dice maldades -no puedo evitar decir, cuando veo que él va a hablar.",4
"-¡María Addams ¡A tu padre no le hables así -reprocha -Ah , pero ¿es mi padre -protesto -Miércoles, cierra el pico -musita mi hermano Carlos.",4
"Papá y yo nos miramos Ya no soporta a la que antaño fue su princesita -Mejor me voy-sisea, dándose la vuelta Y sin más, pisa lo que Luisa está fregando y desaparece dando un pequeño resbalón.",4
"Mamá, Luisa y yo nos miramos -Todo está bien, Luisa Puede marcharse -dice mamá, con su tono conciliador Con cariño, me acerco a aquella mujer a la que adoro.",4
"-Siento haberlo mojado -me disculpo con Luisa al tiempo que la abrazo -Tranquila, mi niña Con la mirada, Luisa y yo nos entendemos, y cuando ella se aleja, mamá, con cierto reproche y celitos, murmura: -El abrazo ha sobrado.",4
-¿Por qué -Porque no hay que ser tan pegajosa -¿Quieres tú uno Intento abrazarla La abrazo porque me da la gana -Quita No seas tonta.,4
"-Se deshace de mí Escuchar aquello me hace sonreír Mamá es la mujer más buena que existe, los abrazos y muestras de cariño son algo que no lleva en el ADN.",4
"Nada que ver con su madre, mi abuelita Manoli A la que cada día añoro más Murió el año pasado a los noventa y siete años, y su muerte me dejó un gran vacío.",4
"Si alguien siempre fue cariñoso con mis hermanos y conmigo, esa fue nuestra abuelita Ella nos enseñó el maravilloso poder sanador de los abrazos de La abuelita Manoli desesperaba a mi padre, como sé que lo desespero yo.",4
"Ella, a diferencia de mi madre, siempre ha sido una mujer con unos ovarios bien puestos Tan bien puestos que mi madre debió de nacer sin ellos, a pesar de que nos parió a mis hermanos y a mí.",4
"Mis hermanos se acercan a nosotras -Miércoles , ahora lo has cabreado más -cuchichea Angel Molesta, le disparo con la pistolita de agua -¡Que te den.",4
"-le suelto, mientras veo que el agua le corre por su rostro -Serás bestia, ¡me acabas de saltar un ojo ¡Mamááá -protesta -Mira que eres bruta, hija mía -replica mi madre, mirándole el ojo.",4
"Cuando mis hermanos desaparecen en el interior de la casa, mamá y yo regresamos a la piscina -María, no debes hablarle así a tu padre -me riñe.",4
"-¿Y él a mí sí -pregunto -Hija, ¿cuándo vais a parar de discutir -dice, soltando un suspiro -¡Que pare él -Bendito sea Dios, María, no lo pongas más difícil.",4
"¿Difícil ¿Yo lo pongo difícil Mamá continúa su camino de regreso a la tumbona donde me espera Shirly Coco, a la que todos llamamos simplemente Shirly.",4
"Yo, al soltar la pistolita, me doy cuenta de que no solo he perdido una uña, sino más bien dos ¡Qué desastre Rápidamente llamo por teléfono a Conchi, mi esteticista, y quedo en que venga a casa de mis padres, esa misma tarde, a que arregle el estropicio.",4
"¿Cómo voy a salir esta noche con estas A pocos metros y metida en la piscina está mi cuñada Inka, la simpática y particular mujer de mi hermano Ángel Inka es rusa, rubia, alta, guapa, talla treinta y cuatro y modelo de oficio.",4
"Se cuida físicamente de una manera exagerada que a mi madre le encanta, pues en su juventud fue modelo y miss En casa, por el hecho de que mi madre fue modelo, el tema de la alimentación se ha cuidado mucho.",4
"Pero una cosa es cuidarla y otra la obsesión que ella tiene y siempre, siempre, siempre cena verdura Y, bueno, cada vez que ve que como algo supuestamente inapropiado le cambia la cara.",4
